"<iframe src=""https://player.vimeo.com/video/708654015?h=c69c94c1b9"" width=""640"" height=""360"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>",SORTIERUNG,AUSSTELLUNGSTITEL / PROJEKTTITEL (max. 60 ZmL),UNTERTITEL DE (max. 150 ZmL),UNTERTITEL EN (ÜBERNIMMT MAGDALENA)  (max. 150 ZmL),DATUM ,ZEIT START,ZEIT ENDE,ORT (UNI),STOCKWERK,RAUMBEZEICHNUNG  / Zusatz,ADRESSE TITEL,ADRESSE GASSE ,ADRESSE PLZ,ADRESSE MAPS LINK,FORMAT (Festivalprogramm) ,ABTEILUNG,INSTITUT ,TEXT KURZ DE (300-600 ZmL) ,TEXT KURZ EN PROJEKTTEXT (300-600 ZmL) ÜBERNIMMT MAGDALENA,YOUTUBE,VIMEO,SOUNDCLOUD,PROJEKTWEBSITE,NOTIZ HARDFACTS ÜBERSCHRIFT DE,NOTIZ HARDFACTS TEXT DE,NOTIZ HARDFACTS ÜBERSCHRIFT EN ,NOTIZ HARDFACTS TEXT EN ,NOTIZ COPYTEXT ÜBERSCHRIFT DE,NOTIZ COPYTEXT TEXT DE ,NOTIZ COPYTEXT ÜBERSCHRIFT EN,NOTIZ COPYTEXT TEXT EN,AAA (Angewandte Abschluss Arbeiten):, 
141,58,Running of Age / 2022,"Interaktive Rauminstallation mit 3-D-animiertem Video, Textil, Skulptur und Sound","Interactive Installation with 3D-animated Video, Textile, Sculpture and Sound.","2022-06-28, 2022-06-29, 2022-06-30, 2022-07-01",11:00,14:00,OKP-Schwanzer-Trakt,050,Raum 525,,,,,Video,Bühnen- und Filmgestaltung,Institut für Bildende und Mediale Kunst,"Die Installation „Running of age“ basiert auf Missi Mazzolis Oper „Songs from the Uproar – the Lives and Deaths of Isabelle Eberhardt“ und beschäftigt sich damit, wie eine Realität abseits von gesellschaftlichen Normen geschaffen werden kann. Das Werk behandelt den ständigen Bruch mit dem Vertrauten und führt die Zuseher*innen durch das Schwindelgefühl, das der ewige Geist des Fortschritts auszulösen vermag. Es zieht Parallelen zwischen der digitalen und analogen Realität, indem es einen virtuellen Raum und dessen Produktionsbereich einer textilen Quiltarbeit entgegensetzt, und stellt die Frage, wie weit wir diese beiden Realitäten entdecken, konstruieren und erweitern können.","The installation “Running of Age” is based on Missi Mazzoli’s opera “Songs from the Uproar—The Lives and Deaths of Isabelle Eberhardt” and investigates the creation of a reality outside social norms. The work addresses a continuous break with the familiar and guides the viewer through the vertigo that the eternal spirit of progress can induce.
Contrasting a virtual space and its production area with a textile quilt, it draws a parallel between digital and analogue reality and asks how far we can explore, construct, and expand the two.",,,,,,,,,,,,,Anna Kreinecker,
142,59,Visual Soundscapes,,,2022-06-30,13:00,,OKP-Schwanzer-Trakt,050,Videostudio,,,,,Video,Videostudio,Institut für Design,"Das Videostudio bietet Studierenden künstlerische Seminare für 2D-Animation und Kurzfilm.
Das diesjährige Screening zeigt eine Auswahl von Filmminiaturen aus den vergangenen Jahren, entstanden in Lehrveranstaltungen von Andreas Braito. Aus Alltagsgeräuschkulissen werden einzelne akustische Wahrnehmungen isoliert und so verstärkt ins hörbare Bewusstsein gerückt. Diese Ton-Spuren werden zu den nativ zugehörigen Bildern in eigentümliche Spannungsverhältnisse gesetzt oder auch mit anderen Sequenzen konterpunktiert. Ziel ist es, die Magie von Orten einzufangen.",The Video Studio offers students artistic seminars for 2D animation and short film. This year’s screening shows a selection of film miniatures from recent years created in courses offered by Andreas Braito. Individual acoustic perceptions are isolated from the background noise of everyday life and thus brought into audible awareness. These sound traces are placed in an oddly tense relationship to the native images or counterpointed with other sequences. The aim is to capture the magic of a place.,,,,sequenceandscoring.blogspot.com,,,,,Beteiligte ,"Videobeiträge von Vivian Ehrenböck, Philip Kosak, Paul Mairböck, Laura Hörmann, Huizi Yao, Hannah Berki, Gabriel Esposito, Eugenie Desmedt, Carina Plachy, Elizaveta Kapustina, David Heinzl, Laurenz Steixner, Stephanie Kneissl, Sophie Falkeis, Moritz Ellmann, Mahir Jahmal, Philipp Orsini-Rosenberg, Maverick Christian, Romane Pineill, Julia Reichmayr, Lea Schnell, Andreas Schögler, Alexandra Fruhstorfer,  Videostudio – Wolfgang Neipl, Andreas Braito",Contributers,"Video contributions by Vivian Ehrenböck, Philip Kosak, Paul Mairböck, Laura Hörmann, Huizi Yao, Hannah Berki, Gabriel Esposito, Eugenie Desmedt, Carina Plachy, Elizaveta Kapustina, David Heinzl, Laurenz Steixner, Stephanie Kneissl, Sophie Falkeis, Moritz Ellmann, Mahir Jahmal, Philipp Orsini-Rosenberg, Maverick Christian, Romane Pineill, Julia Reichmayr, Lea Schnell, Andreas Schögler, Alexandra Fruhstorfer, Video Studio – Wolfgang Neipl, Andreas Braito",,
143,60,Offene Werkstätten,,,"2022-06-28, 2022-06-29, 2022-06-30, 2022-07-01",11:00,21:00,Oskar-Kokoschka-Platz,,OKP-Schwanzer-Trakt + OKP-Ferstel-Trakt + VZA 7 + PSK + Paulusplatz,,,,,Werkstätten,"Analoge Fotografie, Buch und Papier, Coding Lab, Digitale Fotografie, Druckgrafik, Holztechnologie, Keramikstudio, Videostudio, Angewandte Robotics Lab",Institut für Kunst und Technologie,"Für die Besucher*innen des Festivals öffnen die Werkstätten der Angewandten ihre Türen und geben Einblick in ihr vielfältiges Schaffen, Produzieren und Experimentieren. Die Werkstätten können über Führungen täglich um 14:00 Uhr oder individuell zu den angegebenen Öffnungszeiten besucht werden. 

Führungen in die Werkstätten der Angewandten: 
Di, 28. Juni, Mi, 29. Juni, Do, 30. Juni, Fr, 1. Juli, 14:00 Uhr (Start beim Infopoint am Oskar-Kokoschka-Platz)

Öffnungszeiten der Werkstätten: 

Buch und Papier (VZA 7, 1. OG)                 
Di, 28. Juni + Fr, 1. Juli, 11:00–17:00 Uhr 

Druckgrafik (VZA 7, 1. OG)                 
Di, 28. – Do, 30. Juni, 11:00–16:00 Uhr

Digitale Fotografie (VZA 7, 2. OG)
Di, 28. – Do, 30. Juni, 11:00–16:00 Uhr + Fr, 1. Juni, 11:00–15:00 Uhr

Holztechnologie (OKP Schwanzer-Trakt, 1. UG)
Di, 28 Juni – Fr, 1.Juli, 11:00–17:00 Uhr

Angewandte Robotics Lab (OKP Schwanzer-Trakt, 1. UG)
Di, 28. – Do, 30. Juni, 11:00–17:00 Uhr

Keramikstudio (OKP Ferstel-Trakt, 1. EG)
Di, 28. + Do, 30. Juni, 16:00–20:00 Uhr + Fr, 1. Juli, 11:00–17:00 Uhr

Coding Lab (PSK, 1. OG)
Mi, 29. – Do, 30. Juni, 11:00–16:00 Uhr

Analoge Fotografie (Paulusplatz, 1. OG)
Di, 28.– Do, 30. Juni, 11:00–18:00 Uhr

","The Angewandte workshops open their doors to Festival visitors and offer insight into their various areas of work, production, and experimentation. The workshops can be visited in guided tours daily at 2 p.m. or individually during the opening hours listed below.

Guided tours of the Angewandte workshops:
Tues., June 28, Wed., June 29, Thurs., June 30, Fri., July 1, 2 p.m. (start at the Infopoint on Oskar-Kokoschka-Platz)

Workshop Opening Hours:

Studio Book and Paper (VZA 7, 1st floor)
Tues., June 28 + Fri., July 1, 11 a.m.–5 p.m.

Printmaking (VZA 7, 1st floor)
Tues., June 28–Thurs., June 30, 11 a.m.–4 p.m.

Studio Digital Photography (VZA 7, 2nd floor)
Tues., June 28–Thurs., June 30, 11 a.m.–4 p.m. + Fri., June 1, 11 a.m.–3 p.m.

Wood Technology (OKP Schwanzer tract, 1st basement)
Tues., June 28–Fri., July 1, 11 a.m.–5 p.m.

Angewandte Robotics Lab (OKP Schwanzer tract, 1st basement)
Tues., June 28–Thurs., June 30, 11 a.m.–5 p.m.

Ceramics Studio (OKP Ferstel tract, 1st floor)
Tues., June 28 + Thurs., June 30, 4–8 p.m. + Fri., July 1, 11 a.m.–5 p.m.

Coding Lab (PSK, 1st floor)
Wed., June 29–Thurs., June 30, 11 a.m.–4p.m.

Studio Analogue Photography (Paulusplatz, 1st floor)
Tues., June 28–Thurs., June 30, 11 a.m.–6 p.m.





",,,,,,,,,,,,,,
144,61,Creative Coding Workshop mit Jonas Bohatsch (Coding Lab),,,2022-06-28,11:00,13:00,PSK,010,"Raum 153, Coding Lab",,,,,Workshop,Coding Lab,Institut für Kunst und Technologie,"Dieser Workshop zeigt, wie man mit Hilfe Programmiersprache p5js abstrakte digitale Kunst erzeugen kann.  
Besonderes Augenmerk wird dem Einsatz von Zufallsprozessen wie auch dem Arbeiten mit Farbpaletten geschenkt.
Die fertigen Werke können im Internet geteilt, ausgedruckt oder sogar als Ausgangspunkt für ein generatives Kunstprojekt in der Blockchain verwendet werden.
Dieser Workshop ist für Personen ohne Programmiererfahrung geeignet. Es wird empfohlen, einen eigenen Laptop mitzubringen.","This workshop will show you how to create abstract digital art with the help of the programming language p5js. Participants will learn how to harness the potential of random processes; another focus will be on working with color palettes. Finished pieces can be printed, shared online, or even used as a starting point for creating art on the blockchain. No coding experience required, but it’s strongly advised to bring your own laptop if possible.",,,,,,,,,Beteiligte ,Jonas Bohatsch (Coding Lab),Contributers,Jonas Bohatsch (Coding Lab),,
145,62,Zusammenklopfn - Angewandte Robotics Lab meets Social Design,Eine kollektive Roboter-Mensch-Performance mit lokalem Material,A Collective Robot-Human Performance with Local Material,"2022-06-28, 2022-06-29, 2022-06-30 ",16:00,17:00,OKP-Schwanzer-Trakt,001,Angewandte Robotics Lab (Holztechnologie) + Tiefhof,,,,,Workshop,Angewandte Robotics Lab,Institut für Kunst und Technologie,"Baumstämme aus Wien werden mit Hilfe des Industrieroboters des Angewandte Robotics Lab zu Drehkörpern verarbeitet. Nach der robotergestützten Fertigung der Grundkörper wird händisch weitergearbeitet. Festival-Besucher*innen werden dazu eingeladen, die finale Form der Objekte durch kollektives Klopfen auszuarbeiten. Der interaktive Prozess wurde von Studierenden der Abteilung Social Design initiiert und wird von diesen vor Ort betreut. Die entstehende Gestaltung ist ein dreidimensionaler Ausdruck des heurigen Festivals. 

Zwischen 11:00 und 16:00 Uhr fräst der Industrieroboter in der Holzwerkstätte (Schwanzer-Trakt, UG) die Baumstämme, zwischen 16:00 und 17:00 Uhr werden sie im Tiefhof kollektiv abgeklopft. Auch die Besucher*innen sind eingeladen mitzuklopfen! ","Tree trunks from Vienna are processed into rotary bodies with the help of the industrial robot of the Angewandte Robotics Lab. After the robot-assisted production of the base body, work continues manually. Festival visitors are invited to contribute to the objects’ final shape through collective tapping. The interactive process was initiated by students of the Social Design class and will be supervised by them on site. The resulting design is a three-dimensional expression of this year’s festival. 
Between 11 a.m. and 4 p.m., the industrial robot will mill the tree trunks in the Wood Technology workshop (Schwanzer tract, UG), which will be tapped collectively in the Tiefhof between 4 and 5 p.m. Visitors are also invited to join in the tapping! 
",,,,dieangewandte.at/institute/institut_fuer_kunst_und_technologie/angewandte_robotics_lab,,,,,Beteiligte ,"Dóra Medveczky und Fabio Spink (Social Design), Philipp Hornung (Angewandte Robotics Lab)",Contributers,"Dóra Medveczky and Fabio Spink (Social Design), Philipp Hornung (Angewandte Robotics Lab)",,
146,,How to go international ,Tage der offenen Türe im International Office,Open Doors at the International Office,"2022-06-28, 2022-06-29, 2022-06-30 ",15:00,18:00,PSK,005,Raum 010,,,,,Workshop,International Office,,"Das International Office der Angewandten öffnet seine Türen und lädt ein, sich über ""How to go international"" zu informieren. Gäste aus dem In- und Ausland erwarten euch/Sie!   ","The International Office of the Angewandte opens its doors and invites you to find out ""How to go international"". Guests from home and abroad are awaiting you!   ",,,,,,,,,,,,,,
147,63,"Raku-Keramik, Brettspiele und eine Festtafel ",,,2022-06-29,11:00,19:00,OKP-Ferstel-Trakt,004,Innenhof,,,,,Workshop,Keramikstudio,Institut für Kunst und Technologie,"Das Charakteristische am Raku-Brennen ist, dass Arbeiten in kurzer Zeit auf ca. 1000 °C erhitzt und dann mit einer Zange aus dem Ofen geholt werden. Durch den enormen Temperaturschock entstehen die für die Raku-Technik typischen Glasurschichtrisse. Gerald Pfaffl und Alexander Eselböck demonstrieren die Technik des Raku-Brennens im Hof der Universität.
Außerdem kann gespielt (aber auch gespeist) werden – mit den von den Studierenden selbst gestalteten und selbst geformten Speisen und Spielfiguren. ","The special thing about raku firing is that the works are heated to around 1000° C in a short time and then taken out of the kiln using tongs. The cracks in the glaze layer typical to the raku technique are caused by the enormous thermal shock. Gerald Pfaffl and Alexander Eselböck demonstrate the technique of raku firing in the university courtyard.
You can also play (and eat) here—both the food and playing figures are designed and formed by the students.",,,,,,,,,Beteiligte ,Studierende und das Team des Keramikstudios,Contributers,Students and the team of the Ceramics Studio,,
148,64,Linking Threads / Common Ground,,,2022-06-29,11:00,21:00,VIE,Universitätsgalerie der Angewandten im Heiligenkreuzer Hof,,,,,,Workshop,Klasse für Alle,Klasse für Alle,"Mit einer einfachen Flechttechnik schaffen wir aus textilen Resten einen Teppich, einen gemeinsamen Boden für den Raum, den wir teilen. Wir schneiden und verbinden, flechten und nähen. Die einfache Handarbeit lässt Raum für Austausch von Gedanken oder einfaches Zusammensein.
Im Rahmen der geplanten Treffen ist eine Teilnahme jederzeit möglich, alle, die mitmachen möchten, sind willkommen.
Alle Teilnehmenden sind eingeladen, nicht mehr gebrauchte Stoffreste, Kleidung und textile Stücke mitzubringen, um sie zu verarbeiten.","Using a simple weaving technique, we create a carpet from textile scraps, a common ground for the space we share. We cut, join, weave, sew, repeat. The simple handicraft creates an atmosphere for sharing thoughts or simply being together. Participation is possible at any time during the scheduled meetings, and anyone wishing to participate is welcome. Participants are invited to bring leftover fabric, clothing, and textile scraps to work with. ",,,,,,,,,Beteiligte ,Erika Farina und Johanna Preissler für die Klasse für Alle,Contributers,"Erika Farina and Johanna Preissler in collaboration with ""Klasse für Alle""",,
149,65,Papierobjekte gegrillt,,,2022-06-29,12:00,16:00,OKP-Ferstel-Trakt,004,Innenhof,,,,,Workshop,Buch und Papier,Institut für Kunst und Technologie,"Feuchtes Papier reagiert im Nassen wie eine doppelseitig klebende Folie. Diese Eigenschaft setzen wir ein, um am Griller unsere Papierobjekte herzustellen und zu trocknen. Das Formen der beigestellten nassen Papierbögen, Experimentieren mit verschiedenen Armierungen, Einschlüssen und Schrumpfungen bei Hitze steht im Fokus.","Wet paper reacts much like adhesive tape. We will use this feature to mold and dry our paper objects on a grill. The focus will be on shaping the provided sheets of wet paper and experimenting with different armatures, enclosures, and heat shrinkage. ",,,,,,,,,Beteiligte ,Beatrix Mapalagama – Werkstätte Buch und Papier,Contributers,Beatrix Mapalagama – Workshop Book and Paper,,
150,66,Shape it,Gestalten mit der handgeführten CNC-Fräse,Creating with the hand-held CNC milling machine,"2022-06-30, 2022-07-01",11:00,12:00,OKP-Schwanzer-Trakt,001,"Holztechnologie, Raum 856 + 857 (Maschinenraum + Handwerkstattraum) ",,,,,Workshop,Holztechnologie,Institut für Kunst und Technologie,Die Abteilung Holztechnologie zeigt Ihnen/Euch eine Erweiterung der Fräsmöglichkeiten in der modernen Holzbearbeitung. Mit der Shaper-Origin-Handoberfräse werden CAD-gezeichnete Fräspfade über Kamera und Algorithmen in präzise Fräsungen umgewandelt. Festivalteilnehmer*innen können digital definierte Formen oder Schriftzeichen selber unter Anleitung fräsen und diese neuen Möglichkeiten ausprobieren. ,"The Wood Technology department will show visitors an expansion of the milling options in modern woodworking. With the Shaper Origin portable router, CAD-drawn routing paths are converted into precise grooves using a camera and algorithms. Under supervision, Festival participants can mill digitally defined shapes or characters themselves and try out new possibilities.",,,,,,,,,Beteiligte ,"Helmuth Fahrner, Benno Groer, Reinhold Krobath – Werkstätte Holztechnologie ",Contributers,"Helmuth Fahrner, Benno Groer, Reinhold Krobath – Wood Technology Workshop",,
150,66,Shape it,Gestalten mit der handgeführten CNC-Fräse,Creating with the hand-held CNC milling machine,"2022-06-30, 2022-07-01",13:00,14:00,OKP-Schwanzer-Trakt,001,"Holztechnologie, Raum 856 + 857 (Maschinenraum + Handwerkstattraum) ",,,,,Workshop,Holztechnologie,Institut für Kunst und Technologie,Die Abteilung Holztechnologie zeigt Ihnen/Euch eine Erweiterung der Fräsmöglichkeiten in der modernen Holzbearbeitung. Mit der Shaper-Origin-Handoberfräse werden CAD-gezeichnete Fräspfade über Kamera und Algorithmen in präzise Fräsungen umgewandelt. Festivalteilnehmer*innen können digital definierte Formen oder Schriftzeichen selber unter Anleitung fräsen und diese neuen Möglichkeiten ausprobieren. ,"The Wood Technology department will show visitors an expansion of the milling options in modern woodworking. With the Shaper Origin portable router, CAD-drawn routing paths are converted into precise grooves using a camera and algorithms. Under supervision, Festival participants can mill digitally defined shapes or characters themselves and try out new possibilities.",,,,,,,,,Beteiligte ,"Helmuth Fahrner, Benno Groer, Reinhold Krobath – Werkstätte Holztechnologie ",Contributers,"Helmuth Fahrner, Benno Groer, Reinhold Krobath – Wood Technology Workshop",,
